Title,Type,Eps,Season,Year,Day,Timeslot,Source,Runtime,Rating,Score,Popularity,Sequel,Studio,Genres,Producers,Licensors
3-gatsu no Lion,TV,22,Fall,2016,Saturdays,23:00,Manga,25,PG-13,8.35,"137,676",FALSE,Shaft,"Game,SliceofLife,Drama,Seinen","Aniplex,Dentsu,NHK,Hakusensha,AsmikAceEntertainment,Toy'sFactory",AniplexofAmerica
Bungou Stray Dogs 2nd Season,TV,12,Fall,2016,Fridays,22:30,Manga,23,R,8.35,"168,334",TRUE,Bones,"Mystery,Supernatural,Seinen","Lantis,Movic,KlockWorx,BandaiNamcoLiveCreative,Glovision,LawsonHMVEntertainment,SonyPCL",
Hachimitsu to Clover II,TV,12,Summer,2006,Fridays,0:45,Manga,23,PG-13,8.35,"68,113",TRUE,J.C.Staff,"Drama,Josei,Romance,SliceofLife","Genco,FujiTV,SonyMusicEntertainment,Shueisha",VizMedia
Kuroshitsuji: Book of Circus,TV,10,Summer,2014,Fridays,2:19,Manga,24,R,8.35,"158,143",TRUE,A-1Pictures,"Comedy,Demons,Fantasy,Historical,Shounen,Supernatural","Aniplex,SquareEnix,MainichiBroadcastingSystem,Movic,DeNA",Funimation
Ookami to Koushinryou,TV,13,Winter,2008,Wednesdays,1:30,Lightnovel,24,PG-13,8.35,"402,979",FALSE,Imagin,"Adventure,Fantasy,Historical,Romance","VictorEntertainment,PonyCanyon,Movic,KadokawaPicturesJapan","Funimation,KadokawaPicturesUSA"
Sakurasou no Pet na Kanojo,TV,24,Fall,2012,,,Lightnovel,23,PG-13,8.35,"490,401",FALSE,J.C.Staff,"Comedy,Drama,Romance,School,SliceofLife","Genco,MediaFactory,ASCIIMediaWorks",SentaiFilmworks
Angel Beats!,TV,13,Spring,2010,,,Original,24,PG-13,8.34,"900,759",FALSE,P.A.Works,"Action,Comedy,Drama,School,Supernatural","Aniplex,Dentsu,MainichiBroadcastingSystem,CBC,Movic,VisualArt's,ASCIIMediaWorks",SentaiFilmworks
Danshi Koukousei no Nichijou,TV,12,Winter,2012,Tuesdays,Unknown,Webmanga,24,PG-13,8.34,"330,786",FALSE,Sunrise,"SliceofLife,Comedy,School","TVTokyo,SquareEnix,TrinitySound,HappinetPictures","NISAmerica,Inc."
Gin no Saji 2nd Season,TV,11,Winter,2014,Fridays,0:50,Manga,24,PG-13,8.34,"80,334",TRUE,A-1Pictures,"Comedy,School,Shounen,SliceofLife","Aniplex,Dentsu,FujiTV,KyorakuIndustrialHoldings",AniplexofAmerica
InuYasha: Kanketsu-hen,TV,26,Fall,2009,,,Manga,24,PG-13,8.34,"120,674",TRUE,Sunrise,"Action,Adventure,Comedy,Demons,Supernatural,Magic,Romance,Fantasy,Shounen","Aniplex,YTV,Shogakukan",VizMedia
Little Busters!: Refrain,TV,13,Fall,2013,,,Visualnovel,24,PG-13,8.34,"87,187",TRUE,J.C.Staff,"Comedy,Drama,Romance,School,SliceofLife,Supernatural","WarnerBros.,Showgate",SentaiFilmworks
SKET Dance,TV,77,Spring,2011,Thursdays,18:00,Manga,24,PG-13,8.34,"119,333",FALSE,TatsunokoProduction,"Comedy,School,Shounen","TVTokyo,AvexEntertainment,Dentsu",
Bakuman.,TV,25,Fall,2010,,,Manga,24,PG-13,8.33,"301,324",FALSE,J.C.Staff,"Comedy,Romance,Shounen","NHK,Shueisha","MediaBlasters,NYAVPost"
Katekyo Hitman Reborn!,TV,203,Fall,2006,Saturdays,10:30,Manga,24,PG-13,8.33,"305,300",FALSE,Artland,"Action,Comedy,Shounen,SuperPower","TVTokyo,Dentsu,Marvelous,PonyCanyon,d-rights",VizMedia
Major S4,TV,26,Winter,2008,,,Manga,24,PG-13,8.33,"33,107",TRUE,SynergySP,"Sports,Comedy,Drama,Shounen",NHK,
Durarara!!,TV,24,Winter,2010,Fridays,1:25,Lightnovel,24,R,8.32,"676,892",FALSE,Brain'sBase,"Action,Mystery,Supernatural","Aniplex,SquareEnix,MainichiBroadcastingSystem,Movic,ASCIIMediaWorks,SakuraCreate",AniplexofAmerica
Gyakkyou Burai Kaiji: Ultimate Survivor,TV,26,Fall,2007,,,Manga,23,R,8.32,"129,032",FALSE,Madhouse,"Game,Psychological,Seinen,Thriller","VAP,NipponTelevisionNetwork",
Nanatsu no Taizai,TV,24,Fall,2014,,,Manga,24,PG-13,8.32,"501,242",FALSE,A-1Pictures,"Action,Adventure,Supernatural,Ecchi,Fantasy,Shounen","Aniplex,Dentsu,MainichiBroadcastingSystem,Kodansha,Movic",Funimation
Initial D Final Stage,TV,4,Spring,2014,,,Manga,27,PG-13,8.31,"31,224",TRUE,SynergySP,"Cars,Seinen,Sports",AvexEntertainment,
xxxHOLiC Kei,TV,13,Spring,2008,,,Manga,24,PG-13,8.31,"84,094",TRUE,ProductionI.G,"Mystery,Comedy,Psychological,Supernatural,Drama","HalFilmMaker,TBS",
Chihayafuru,TV,25,Fall,2011,Wednesdays,Unknown,Manga,22,PG-13,8.3,"193,929",FALSE,Madhouse,"Game,SliceofLife,Sports,Drama,Josei","VAP,NipponTelevisionNetwork",SentaiFilmworks
Fullmetal Alchemist,TV,51,Fall,2003,Saturdays,18:00,Manga,24,PG-13,8.3,"716,262",FALSE,Bones,"Action,Adventure,Comedy,Drama,Fantasy,Magic,Military,Shounen","Aniplex,Dentsu,SquareEnix,MainichiBroadcastingSystem",Funimation
Death Parade,TV,12,Winter,2015,Saturdays,1:58,Original,23,R,8.29,"547,595",FALSE,Madhouse,"Game,Mystery,Psychological,Drama,Thriller","VAP,DAXProduction,NipponTelevisionNetwork",Funimation
Hibike! Euphonium 2,TV,13,Fall,2016,Thursdays,0:00,Novel,23,PG-13,8.29,"83,983",TRUE,KyotoAnimation,"Music,Drama,School","Lantis,PonyCanyon,Rakuonsha",PonycanUSA
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,TV,13,Spring,2015,Fridays,1:28,Lightnovel,24,PG-13,8.29,"307,515",TRUE,feel.,"Comedy,Drama,Romance,School","TBS,MarvelousAQL,NBCUniversalEntertainmentJapan",SentaiFilmworks
Black Lagoon: The Second Barrage,TV,12,Fall,2006,,,Manga,24,R,8.28,"239,826",TRUE,Madhouse,"Action,Seinen","GeneonUniversalEntertainment,FrontLine","Funimation,GeneonEntertainmentUSA"
Gyakkyou Burai Kaiji: Hakairoku-hen,TV,26,Spring,2011,,,Manga,24,R,8.28,"72,456",TRUE,Madhouse,"Game,Psychological,Thriller,Seinen","VAP,NipponTelevisionNetwork",
Kamisama Hajimemashita◎,TV,12,Winter,2015,Tuesdays,2:05,Manga,23,PG-13,8.28,"123,992",TRUE,TMSEntertainment,"Comedy,Demons,Supernatural,Romance,Fantasy,Shoujo","Dentsu,Sotsu",Funimation
Space☆Dandy 2nd Season,TV,13,Summer,2014,,,Original,24,PG-13,8.28,"75,465",TRUE,Bones,"Space,Comedy,Sci-Fi","BandaiVisual,flyingDOG,BandaiNamcoEntertainment",Funimation
Aria The Natural,TV,26,Spring,2006,Mondays,1:00,Manga,24,G,8.27,"45,040",TRUE,HalFilmMaker,"Fantasy,Sci-Fi,Shounen,SliceofLife","TVTokyo,Shochiku,MagGarden",NozomiEntertainment
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,25,Fall,2016,Sundays,17:00,Original,24,R,8.27,"45,167",TRUE,Sunrise,"Action,Sci-Fi,Space,Drama,Mecha","Sotsu,AsatsuDK,MainichiBroadcastingSystem",Funimation
Nagi no Asukara,TV,26,Fall,2013,Thursdays,22:00,Original,23,PG-13,8.26,"279,129",FALSE,P.A.Works,"Drama,Fantasy,Romance","GeneonUniversalEntertainment,Sotsu,Animax,RondoRobe,Showgate,Infinite","NISAmerica,Inc."
Sekaiichi Hatsukoi 2,TV,12,Fall,2011,,,Manga,24,PG-13,8.26,"82,690",TRUE,StudioDeen,"Comedy,Drama,Romance,ShounenAi","Lantis,KadokawaShoten,AT-X,KlockWorx",Funimation
Yowamushi Pedal: Grande Road,TV,24,Fall,2014,Tuesdays,1:35,Manga,23,PG-13,8.26,"64,901",TRUE,TMSEntertainment,"Comedy,Drama,Shounen,Sports",TOHOanimation,DiscotekMedia
Kaiba,TV,12,Spring,2008,,,Original,24,R+,8.25,"69,183",FALSE,Madhouse,"Adventure,Mystery,Romance,Sci-Fi","VAP,WOWOW",DiscotekMedia
Nodame Cantabile: Paris-hen,TV,11,Fall,2008,Fridays,0:45,Manga,23,PG-13,8.25,"80,658",TRUE,J.C.Staff,"Music,SliceofLife,Comedy,Romance,Josei","FujiTV,AsmikAceEntertainment,SonyMusicEntertainment",
Skip Beat!,TV,25,Fall,2008,Mondays,2:00,Manga,24,PG-13,8.25,"153,939",FALSE,HalFilmMaker,"Comedy,Drama,Romance,Shoujo","Sotsu,PonyCanyon,Hakusensha,TVTokyoMusic",PiedPiper
Clannad,TV,23,Fall,2007,Fridays,1:55,Visualnovel,24,PG-13,8.24,"674,546",FALSE,KyotoAnimation,"Comedy,Drama,Romance,School,SliceofLife,Supernatural","PonyCanyon,TBS,Movic,AnimationDo",SentaiFilmworks
Initial D Fourth Stage,TV,24,Spring,2004,,,Manga,27,PG-13,8.24,"55,077",TRUE,A.C.G.T.,"Action,Cars,Sports,Drama,Seinen","OBPlanning,StudioJack",Funimation
JoJo no Kimyou na Bouken: Stardust Crusaders,TV,24,Spring,2014,Saturdays,0:30,Manga,24,R,8.24,"183,023",TRUE,DavidProduction,"Action,Adventure,Supernatural,Drama,Shounen","YomikoAdvertising,WarnerBros.,KlockWorx",VizMedia
Kami nomi zo Shiru Sekai: Megami-hen,TV,12,Summer,2013,Tuesdays,1:35,Manga,24,PG-13,8.24,"172,741",TRUE,Manglobe,"Harem,Comedy,Supernatural,Romance,Shounen","TVTokyo,GeneonUniversalEntertainment,Shogakukan",SentaiFilmworks
Yuri!!! on Ice,TV,12,Fall,2016,Thursdays,2:21,Original,23,PG-13,8.24,"231,743",FALSE,MAPPA,"Comedy,Sports","Dentsu,TVAsahi,Movic,AvexPictures,CIC,Cygames",Funimation
Gankutsuou,TV,24,Fall,2004,Tuesdays,2:12,Novel,24,R,8.23,"121,865",FALSE,Gonzo,"Drama,Mystery,Sci-Fi,Supernatural,Thriller","GDH,TVAsahi,MediaFactory,SotsuMusicPublishing","Funimation,GeneonEntertainmentUSA"
Non Non Biyori Repeat,TV,12,Summer,2015,Tuesdays,2:05,Manga,23,PG-13,8.23,"82,496",FALSE,SilverLink.,"Comedy,School,Seinen,SliceofLife","TVTokyo,Lantis",SentaiFilmworks
Osomatsu-san,TV,25,Fall,2015,Tuesdays,1:35,Manga,23,R,8.23,"85,793",TRUE,StudioPierrot,"Comedy,Parody","Rakuonsha,AvexPictures,DaiichiShokaiCO.,LTD",VizMedia
Shijou Saikyou no Deshi Kenichi,TV,50,Fall,2006,,,Manga,25,PG-13,8.23,"154,001",FALSE,TMSEntertainment,"Action,Comedy,MartialArts,School,Shounen","TVTokyo,TokyoMovieShinsha,Shogakukan",Funimation
Uchouten Kazoku 2,TV,12,Spring,2017,Sundays,22:00,Novel,23,PG-13,8.23,"28,052",TRUE,P.A.Works,"SliceofLife,Comedy,Drama,Fantasy","Lantis,KBS,GoodSmileCompany,DocomoAnimeStore,YomiuriTVEnterprise,DMM.com,Cygames",
Darker than Black: Kuro no Keiyakusha,TV,25,Spring,2007,Fridays,Unknown,Original,24,R,8.22,"518,768",FALSE,Bones,"Action,Sci-Fi,Mystery,SuperPower","Aniplex,SquareEnix,MainichiBroadcastingSystem,Movic",Funimation
Diamond no Ace,TV,75,Fall,2013,Sundays,8:30,Manga,24,PG-13,8.22,"99,651",FALSE,"ProductionI.G,Madhouse","Comedy,School,Shounen,Sports","TVTokyo,Sotsu,PonyCanyon,Kodansha,AT-X,DAXProduction",
Kaichou wa Maid-sama!,TV,26,Spring,2010,Fridays,1:55,Manga,24,PG-13,8.22,"480,221",FALSE,J.C.Staff,"Comedy,Romance,School,Shoujo","GeneonUniversalEntertainment,TBS,Hakusensha,HalfH.PStudio",SentaiFilmworks
Kingdom,TV,38,Summer,2012,Mondays,19:00,Manga,25,R,8.22,"68,451",FALSE,StudioPierrot,"Action,Historical,Military,Seinen",NHK,Funimation
Kuragehime,TV,11,Fall,2010,Fridays,0:45,Manga,22,PG-13,8.22,"124,839",FALSE,Brain'sBase,"SliceofLife,Comedy,Josei","FujiTV,AsmikAceEntertainment,SonyMusicEntertainment,SakuraCreate,FujiPacificMusicPublishing",Funimation
Magi: The Labyrinth of Magic,TV,25,Fall,2012,,,Manga,24,PG-13,8.22,"411,246",FALSE,A-1Pictures,"Action,Adventure,Fantasy,Magic,Shounen","Aniplex,Dentsu,ShogakukanProductions,MainichiBroadcastingSystem,Movic,GYAO!",AniplexofAmerica
Mobile Suit Gundam 00,TV,25,Fall,2007,Saturdays,18:00,Original,24,R,8.22,"135,079",FALSE,Sunrise,"Action,Military,Sci-Fi,Space,Drama,Mecha","Sotsu,AsatsuDK,MainichiBroadcastingSystem,SonyMusicEntertainment",BandaiEntertainment
Princess Tutu,TV,38,Summer,2002,Fridays,Unknown,Original,16,PG-13,8.22,"85,634",FALSE,HalFilmMaker,"Comedy,Fantasy,Magic,Romance","Memory-Tech,GANSIS,MarvelousAQL",ADVFilms
Seirei no Moribito,TV,26,Spring,2007,,,Novel,25,PG-13,8.22,"124,030",FALSE,ProductionI.G,"Action,Adventure,Historical,Fantasy","NHK,AtelierMusa","VizMedia,MediaBlasters"
Zankyou no Terror,TV,11,Summer,2014,Fridays,0:50,Original,22,R,8.22,"450,575",FALSE,MAPPA,"Mystery,Psychological,Thriller","Aniplex,Dentsu,FujiTV,TohokushinshaFilmCorporation,KyorakuIndustrialHoldings",Funimation
Ansatsu Kyoushitsu (TV),TV,22,Winter,2015,Saturdays,0:55,Manga,23,PG-13,8.21,"472,042",TRUE,Lerche,"Action,Comedy,School,Shounen","Dentsu,FujiTV,DAXProduction,BSFuji,AvexPictures,Shueisha",Funimation
Durarara!!x2 Ketsu,TV,12,Winter,2016,Saturdays,23:30,Lightnovel,24,R,8.21,"158,364",TRUE,Shuka,"Action,Mystery,Supernatural",Aniplex,AniplexofAmerica
Gosick,TV,24,Winter,2011,Saturdays,1:23,Lightnovel,20,R,8.21,"278,989",FALSE,Bones,"Mystery,Historical,Drama,Romance","TVTokyo,KadokawaShoten,KlockWorx,Memory-Tech,NTTDocomo",Funimation
Kobayashi-san Chi no Maid Dragon,TV,13,Winter,2017,Thursdays,0:00,Manga,24,PG-13,8.21,"253,427",FALSE,KyotoAnimation,"SliceofLife,Comedy,Fantasy","Lantis,PonyCanyon,ABCAnimation",
Akatsuki no Yona,TV,24,Fall,2014,Tuesdays,23:00,Manga,24,PG-13,8.2,"295,144",FALSE,StudioPierrot,"Action,Adventure,Comedy,Fantasy,Romance,Shoujo","VAP,Hakusensha,AT-X,DelfiSound,MarvelousAQL,TokyoMX,AgeGlobalNetworks,DocomoAnimeStore,Top-InsightInternationalCo.,LTD.",Funimation
Glass no Kamen (2005),TV,51,Spring,2005,,,Manga,25,G,8.2,"20,418",FALSE,TokyoMovieShinsha,"Drama,Shoujo","TMSEntertainment,MediaNet",SentaiFilmworks
Kill la Kill,TV,24,Fall,2013,Fridays,2:05,Original,24,PG-13,8.2,"662,579",FALSE,Trigger,"Action,Comedy,SuperPower,Ecchi,School","Aniplex,Dentsu,KadokawaShoten,MainichiBroadcastingSystem,Movic,UltraSuperPictures,LucentPicturesEntertainment",AniplexofAmerica
Nisemonogatari,TV,11,Winter,2012,Sundays,0:00,Lightnovel,24,R,8.2,"322,918",TRUE,Shaft,"Mystery,Comedy,Supernatural","Aniplex,Kodansha,Rakuonsha",AniplexofAmerica
Tsukimonogatari,TV,4,Fall,2014,Wednesdays,22:00,Lightnovel,24,R,8.2,"154,045",TRUE,Shaft,"Mystery,Comedy,Supernatural",Aniplex,AniplexofAmerica
Lovely★Complex,TV,24,Spring,2007,,,Manga,24,PG-13,8.19,"277,701",FALSE,ToeiAnimation,"Comedy,Romance,Shoujo","TBS,TAP,SonyMusicEntertainment,Shueisha,Nichion",DiscotekMedia
Mobile Suit Gundam 00 Second Season,TV,25,Fall,2008,,,Original,24,R,8.19,"96,598",TRUE,Sunrise,"Action,Military,Sci-Fi,Space,Drama,Mecha",MainichiBroadcastingSystem,BandaiEntertainment
Baby Steps 2nd Season,TV,25,Spring,2015,Sundays,17:30,Manga,24,PG-13,8.18,"46,565",TRUE,StudioPierrot,"Sports,Romance,School,Shounen",NHK,
Hikaru no Go,TV,75,Fall,2001,,,Manga,23,PG-13,8.18,"78,625",FALSE,StudioPierrot,"Comedy,Game,Shounen,Supernatural","TVTokyo,Dentsu,DreamForce",VizMedia
Junjou Romantica 2,TV,12,Fall,2008,,,Manga,24,PG-13,8.18,"101,260",TRUE,StudioDeen,"Comedy,Drama,Romance,ShounenAi","FrontierWorks,KadokawaShoten,Memory-Tech,Romanticaclub!!",NozomiEntertainment
Saiunkoku Monogatari 2nd Season,TV,39,Spring,2007,,,Lightnovel,25,PG-13,8.18,"25,981",TRUE,Madhouse,"Adventure,Comedy,Drama,Fantasy,Historical,Romance","NHK,SogoVision",
D.Gray-man,TV,103,Fall,2006,Tuesdays,18:00,Manga,23,PG-13,8.17,"390,288",FALSE,TMSEntertainment,"Action,Adventure,Comedy,Shounen","TVTokyo,Aniplex,Dentsu,HalfH.PStudio,SonyMusicEntertainment,StudioJack",Funimation
Eureka Seven,TV,50,Spring,2005,Sundays,7:00,Original,24,PG-13,8.17,"280,027",FALSE,Bones,"Sci-Fi,Adventure,Drama,Romance,Mecha","Aniplex,BandaiVisual,KadokawaShoten,MainichiBroadcastingSystem,Bandai,AshiProduction,SonyMusicEntertainment,BandaiNamcoGames,HakuhodoDYMediaPartners,BandaiChannel,USEN","Funimation,BandaiEntertainment"
Fairy Tail (2014),TV,102,Spring,2014,Saturdays,10:30,Manga,24,PG-13,8.17,"345,889",TRUE,"A-1Pictures,Bridge","Action,Adventure,Comedy,Magic,Fantasy,Shounen","TVTokyo,Dentsu",Funimation
Full Metal Panic? Fumoffu,TV,12,Summer,2003,,,Lightnovel,24,PG-13,8.17,"190,280",FALSE,KyotoAnimation,"Action,Comedy,School","TatsunokoProduction,KadokawaShoten,FujiTV,Imagica,Rakuonsha,KadokawaPicturesJapan,KlockWorx,HappinetPictures,AnimationDo","ADVFilms,Funimation"
Gekkan Shoujo Nozaki-kun,TV,12,Summer,2014,Mondays,1:05,4-komamanga,24,PG-13,8.17,"374,721",FALSE,DogaKobo,"Comedy,Romance,School","TVTokyo,FrontierWorks,MediaFactory,AT-X,SonyMusicCommunications",SentaiFilmworks
Gin no Saji,TV,11,Summer,2013,Fridays,0:45,Manga,23,PG-13,8.17,"143,596",FALSE,A-1Pictures,"Comedy,School,Shounen,SliceofLife","Aniplex,Dentsu,FujiTV,KyorakuIndustrialHoldings",AniplexofAmerica
Little Witch Academia (TV),TV,25,Winter,2017,Mondays,0:00,Original,24,PG-13,8.17,"175,760",FALSE,Trigger,"Adventure,Comedy,Magic,Fantasy,School","UltraSuperPictures,TOHOanimation,GoodSmileCompany",
Magi: Sinbad no Bouken (TV),TV,13,Spring,2016,Saturdays,2:25,Manga,24,PG-13,8.17,"125,806",FALSE,Lay-duce,"Action,Adventure,Fantasy,Magic,Shounen","Aniplex,MainichiBroadcastingSystem,Shogakukan",
Tokyo Magnitude 8.0,TV,11,Summer,2009,Fridays,0:45,Original,22,PG-13,8.17,"147,403",FALSE,"Bones,KinemaCitrus",Drama,"Dentsu,FujiTV,Toho,AsmikAceEntertainment,SonyMusicEntertainment,SakuraCreate",MaidenJapan
Dennou Coil,TV,26,Spring,2007,,,Original,25,G,8.16,"89,226",FALSE,Madhouse,"Adventure,Comedy,Drama,Mystery,Sci-Fi","BandaiVisual,NHK,TokumaShoten",MaidenJapan
Hyouka,TV,22,Spring,2012,,,Novel,25,PG-13,8.16,"470,208",FALSE,KyotoAnimation,"Mystery,School,SliceofLife","Lantis,KadokawaShoten,KlockWorx,chara-ani.com,AnimationDo",Funimation
Noragami,TV,12,Winter,2014,Sundays,23:30,Manga,24,PG-13,8.16,"720,175",FALSE,Bones,"Action,Adventure,Shounen,Supernatural","AvexEntertainment,Dentsu,Shochiku,Kodansha,Movic,AiAddiction,LawsonHMVEntertainment,A-Sketch",Funimation
Ookiku Furikabutte: Natsu no Taikai-hen,TV,13,Spring,2010,,,Manga,24,PG-13,8.16,"25,439",TRUE,A-1Pictures,"Comedy,Sports","Aniplex,MainichiBroadcastingSystem,TBS,Kodansha,Movic,Rakuonsha",NozomiEntertainment
ReLIFE,TV,13,Summer,2016,Saturdays,0:00,Webmanga,23,PG-13,8.16,"326,570",FALSE,TMSEntertainment,"SliceofLife,Romance,School","Aniplex,HalfH.PStudio,comico,HakuhodoDYMediaPartners,Lawson,C&Ientertainment",Funimation
Black Lagoon,TV,12,Spring,2006,Sundays,2:35,Manga,24,R,8.15,"405,135",FALSE,Madhouse,"Action,Seinen","GeneonUniversalEntertainment,Shogakukan","Funimation,GeneonEntertainmentUSA"
Hachimitsu to Clover,TV,24,Spring,2005,Fridays,0:35,Manga,23,PG-13,8.15,"149,771",FALSE,J.C.Staff,"Comedy,Drama,Josei,Romance,SliceofLife","Genco,FujiTV,Shueisha",VizMedia
Initial D Fifth Stage,TV,14,Fall,2012,,,Manga,27,PG-13,8.15,"38,115",TRUE,SynergySP,"Action,Cars,Sports,Drama,Seinen","AvexEntertainment,Animax",
Kimi ni Todoke,TV,25,Fall,2009,Wednesdays,0:59,Manga,22,PG-13,8.15,"377,377",FALSE,ProductionI.G,"SliceofLife,Romance,School,Shoujo","VAP,NipponTelevisionNetwork,Shueisha","NISAmerica,Inc."
Naruto: Shippuuden,TV,500,Winter,2007,Thursdays,19:30,Manga,23,PG-13,8.15,"688,135",TRUE,StudioPierrot,"Action,Comedy,SuperPower,MartialArts,Shounen","TVTokyo,Aniplex,KSS,Rakuonsha,TVTokyoMusic,Shueisha",VizMedia
Working!!!,TV,13,Summer,2015,Sundays,0:30,4-komamanga,23,PG-13,8.15,"109,027",TRUE,A-1Pictures,"SliceofLife,Comedy,Romance",Aniplex,AniplexofAmerica
Youjo Senki,TV,12,Winter,2017,Fridays,22:00,Lightnovel,24,R,8.15,"200,884",FALSE,NUT,"Military,Magic","MediaFactory,AT-X,Enterbrain,SonyMusicCommunications",Funimation
Akagami no Shirayuki-hime 2nd Season,TV,12,Winter,2016,Tuesdays,0:00,Manga,24,PG-13,8.14,"118,303",TRUE,Bones,"Drama,Romance,Fantasy,Shoujo","Hakusensha,WarnerBros.,KlockWorx,Showgate",Funimation
ef: A Tale of Melodies.,TV,12,Fall,2008,Tuesdays,1:15,Visualnovel,24,PG-13,8.14,"115,504",TRUE,Shaft,"Drama,Mystery,Romance,Supernatural","Nonefound,addsome",SentaiFilmworks
Juuni Kokuki,TV,45,Spring,2002,,,Novel,25,PG-13,8.14,"77,039",FALSE,StudioPierrot,"Action,Adventure,Fantasy,Magic,Supernatural",SogoVision,"MediaBlasters,TOKYOPOP"
K-On!!,TV,26,Spring,2010,Wednesdays,1:25,4-komamanga,24,PG-13,8.14,"293,573",TRUE,KyotoAnimation,"Comedy,Music,School,SliceofLife","PonyCanyon,TBS,Movic,Rakuonsha,AnimationDo",SentaiFilmworks
Kamisama Hajimemashita,TV,13,Fall,2012,Tuesdays,2:05,Manga,24,PG-13,8.14,"238,707",FALSE,TMSEntertainment,"Comedy,Demons,Supernatural,Romance,Fantasy,Shoujo","TVTokyo,Dentsu,Sotsu,PonyCanyon,Hakusensha,DAXProduction",Funimation
Kimi ni Todoke 2nd Season,TV,12,Winter,2011,Wednesdays,0:59,Manga,23,PG-13,8.14,"205,632",TRUE,ProductionI.G,"SliceofLife,Romance,School,Shoujo","VAP,NipponTelevisionNetwork,Shueisha","NISAmerica,Inc."
Kono Subarashii Sekai ni Shukufuku wo!,TV,10,Winter,2016,Thursdays,1:05,Lightnovel,23,PG-13,8.14,"461,547",FALSE,StudioDeen,"Adventure,Comedy,Supernatural,Fantasy","HalfH.PStudio,NipponColumbia,KlockWorx,SonyMusicCommunications,Toranoana,81Produce,KadokawaMediaHouse",
Fairy Tail,TV,175,Fall,2009,Saturdays,10:30,Manga,24,PG-13,8.13,"727,715",FALSE,"Satelight,A-1Pictures","Action,Adventure,Comedy,Magic,Fantasy,Shounen","TVTokyo,Dentsu,PonyCanyon,Kodansha,DAXProduction,SakuraCreate",Funimation
Kanon (2006),TV,24,Fall,2006,Fridays,1:00,Visualnovel,24,PG-13,8.13,"180,177",FALSE,KyotoAnimation,"SliceofLife,Supernatural,Drama,Romance","PonyCanyon,TBS,Movic","ADVFilms,Funimation"
Phantom: Requiem for the Phantom,TV,26,Spring,2009,Fridays,2:15,Visualnovel,24,R,8.13,"186,608",FALSE,BeeTrain,"Action,Drama,Seinen,Thriller",Genco,Funimation
Toaru Kagaku no Railgun S,TV,24,Spring,2013,,,Manga,24,R,8.13,"163,820",TRUE,J.C.Staff,"Action,Sci-Fi,SuperPower","GeneonUniversalEntertainment,Movic,AT-X,WarnerBros.,ASCIIMediaWorks",Funimation
Yowamushi Pedal,TV,38,Fall,2013,,,Manga,24,PG-13,8.13,"112,971",FALSE,TMSEntertainment,"Comedy,Sports,Drama,Shounen","TOHOanimation,AkitaShoten",DiscotekMedia
Zetsuen no Tempest,TV,24,Fall,2012,Fridays,2:00,Manga,24,PG-13,8.13,"315,660",FALSE,Bones,"Action,Mystery,Psychological,Drama,Magic,Fantasy,Shounen","Aniplex,Dentsu,SquareEnix,MainichiBroadcastingSystem,Yahoo!Japan",AniplexofAmerica
Durarara!!x2 Shou,TV,12,Winter,2015,Saturdays,23:30,Lightnovel,24,R,8.12,"235,863",TRUE,Shuka,"Action,Mystery,Supernatural","Aniplex,SquareEnix,MainichiBroadcastingSystem,Movic,ASCIIMediaWorks",AniplexofAmerica
Higurashi no Naku Koro ni,TV,26,Spring,2006,Wednesdays,1:30,Visualnovel,24,R,8.12,"418,007",FALSE,StudioDeen,"Mystery,Dementia,Horror,Psychological,Supernatural,Thriller","GeneonUniversalEntertainment,FrontierWorks,Sotsu,DAXProduction","SentaiFilmworks,GeneonEntertainmentUSA"
Junjou Romantica 3,TV,12,Summer,2015,Thursdays,1:05,Manga,24,PG-13,8.12,"52,202",TRUE,StudioDeen,"Comedy,Drama,Romance,ShounenAi","FrontierWorks,Lantis,KadokawaShoten,Romanticaclub!!",Funimation
Nurarihyon no Mago: Sennen Makyou,TV,24,Summer,2011,,,Manga,23,PG-13,8.12,"90,005",TRUE,StudioDeen,"Action,Demons,Shounen,Supernatural","YomiuriTelecasting,YomikoAdvertising,PonyCanyon,Toho,Shueisha,BS11",VizMedia
School Rumble Ni Gakki,TV,26,Spring,2006,,,Manga,24,PG-13,8.12,"103,271",TRUE,StudioComet,"Comedy,Romance,School,Shounen","Sotsu,Marvelous,StudioJack",Funimation
Log Horizon,TV,25,Fall,2013,Saturdays,17:30,Novel,25,PG-13,8.11,"492,988",FALSE,Satelight,"Action,Game,Adventure,Magic,Fantasy",NHK,SentaiFilmworks
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV,13,Spring,2013,,,Lightnovel,24,PG-13,8.11,"461,436",FALSE,Brain'sBase,"SliceofLife,Comedy,Drama,Romance,School","GeneonUniversalEntertainment,TBS,DelfiSound,MarvelousAQL,AtelierMusa",SentaiFilmworks
Durarara!!x2 Ten,TV,12,Summer,2015,Saturdays,23:30,Lightnovel,24,R,8.1,"173,330",TRUE,Shuka,"Action,Mystery,Supernatural",Aniplex,AniplexofAmerica
